COMPLETE,STOREDGRAINS,SPECIES,AUTHOR,YEAR,TITLE,JOURNAL,DOI,ABSENT.PRESENT.APRD,LOCALITY,TRUE/FALSE.APPROXIMATE LOCATION,LONG,LAT,CHEM.IRAC,CHEM.GROUP,CHEM.ACTIVE,STRAIN.TEST,STRAIN.REF,RESISTANCE,SEVERITY,METHOD,LC50.Y,LC50.UNIT,RES.RATIO,VOL.LITERS,ng.PER.IND,SLOPE,SURV.PROP,LARVAE.DENSITY,CROP.DAMAGED.PERCENT,LIFESTAGE,COLLECT.YEAR,CROP,TEMP,NOTES,CHECK.POINT,STATE,MECHANISM,COMMON.ACTIVES,point_id,REGION
NA,TRUE,Plodia interpunctella,Attia,1977,"Insecticide resistance in Plodia interpunctella (Hubner) (Lepidoptera: Pyralidae) in New South Wales, Australia",Australian Journal of Entomology,10.4269/ajtmh.1959.8.400.,0,Revesby,FALSE,151.018,-33.9452,1B,organophosphates,dichlorvos,R,Susceptible,1,NONE,RR,1.3,ug/larva,3.6,NA,NA,2.8,NA,NA,NA,larvae,1975,stored foodstuff,27,NA,2020_05_15,NSW,NA,Chlorpyrifos; Dimethoate; Acephate,502,Greater Sydney
NA,TRUE,Plodia interpunctella,Attia,1977,"Insecticide resistance in Plodia interpunctella (Hubner) (Lepidoptera: Pyralidae) in New South Wales, Australia",Australian Journal of Entomology,10.4269/ajtmh.1959.8.400.,0,Mullumbimby,FALSE,153.497,-28.5469,1B,organophosphates,dichlorvos,M,Susceptible,1,NONE,RR,1.1,ug/larva,3.1,NA,NA,2.6,NA,NA,NA,larvae,1975,stored foodstuff,27,NA,2020_05_15,NSW,NA,Chlorpyrifos; Dimethoate; Acephate,503,North Coast
NA,TRUE,Plodia interpunctella,Attia,1977,"Insecticide resistance in Plodia interpunctella (Hubner) (Lepidoptera: Pyralidae) in New South Wales, Australia",Australian Journal of Entomology,10.4269/ajtmh.1959.8.400.,0,Revesby,FALSE,151.018,-33.9452,1B,organophosphates,methyl parathion,R,Susceptible,1,NONE,RR,0.83,ug/larva,2,NA,NA,2.3,NA,NA,NA,larvae,1975,stored foodstuff,27,NA,2020_05_15,NSW,NA,Chlorpyrifos; Dimethoate; Acephate,504,Greater Sydney
NA,TRUE,Plodia interpunctella,Attia,1977,"Insecticide resistance in Plodia interpunctella (Hubner) (Lepidoptera: Pyralidae) in New South Wales, Australia",Australian Journal of Entomology,10.4269/ajtmh.1959.8.400.,0,Mullumbimby,FALSE,153.497,-28.5469,1B,organophosphates,methyl parathion,M,Susceptible,1,NONE,RR,0.87,ug/larva,2.2,NA,NA,2,NA,NA,NA,larvae,1975,stored foodstuff,27,NA,2020_05_15,NSW,NA,Chlorpyrifos; Dimethoate; Acephate,505,North Coast
NA,TRUE,Plodia interpunctella,Attia,1977,"Insecticide resistance in Plodia interpunctella (Hubner) (Lepidoptera: Pyralidae) in New South Wales, Australia",Australian Journal of Entomology,10.4269/ajtmh.1959.8.400.,0,Tamworth,FALSE,150.932,-31.0927,1B,organophosphates,naled,T,Susceptible,1,NONE,RR,1.5,ug/larva,2,NA,NA,2.5,NA,NA,NA,larvae,1975,stored foodstuff,27,NA,2020_05_15,NSW,NA,Chlorpyrifos; Dimethoate; Acephate,506,North West NSW
NA,TRUE,Plodia interpunctella,Attia,1977,"Insecticide resistance in Plodia interpunctella (Hubner) (Lepidoptera: Pyralidae) in New South Wales, Australia",Australian Journal of Entomology,10.4269/ajtmh.1959.8.400.,0,Tamworth,FALSE,150.932,-31.0927,1B,organophosphates,diazinon,T,Susceptible,1,LOW,RR,19,ug/larva,9.7,NA,NA,2.7,NA,NA,NA,larvae,1975,stored foodstuff,27,NA,2020_05_15,NSW,NA,Chlorpyrifos; Dimethoate; Acephate,507,North West NSW
NA,TRUE,Plodia interpunctella,Attia,1977,"Insecticide resistance in Plodia interpunctella (Hubner) (Lepidoptera: Pyralidae) in New South Wales, Australia",Australian Journal of Entomology,10.4269/ajtmh.1959.8.400.,0,Revesby,FALSE,151.018,-33.9452,1B,organophosphates,diazinon,R,Susceptible,1,LOW,RR,17,ug/larva,8.8,NA,NA,2.1,NA,NA,NA,larvae,1975,stored foodstuff,27,NA,2020_05_15,NSW,NA,Chlorpyrifos; Dimethoate; Acephate,508,Greater Sydney
NA,TRUE,Plodia interpunctella,Attia,1977,"Insecticide resistance in Plodia interpunctella (Hubner) (Lepidoptera: Pyralidae) in New South Wales, Australia",Australian Journal of Entomology,10.4269/ajtmh.1959.8.400.,0,Mullumbimby,FALSE,153.497,-28.5469,1B,organophosphates,diazinon,M,Susceptible,1,LOW,RR,13,ug/larva,7,NA,NA,2.3,NA,NA,NA,larvae,1975,stored foodstuff,27,NA,2020_05_15,NSW,NA,Chlorpyrifos; Dimethoate; Acephate,509,North Coast
NA,TRUE,Plodia interpunctella,Attia,1977,"Insecticide resistance in Plodia interpunctella (Hubner) (Lepidoptera: Pyralidae) in New South Wales, Australia",Australian Journal of Entomology,10.4269/ajtmh.1959.8.400.,0,Tamworth,FALSE,150.932,-31.0927,1B,organophosphates,pirimiphos-methyl,T,Susceptible,1,NONE,RR,9.3,ug/larva,4.8,NA,NA,2.3,NA,NA,NA,larvae,1975,stored foodstuff,27,NA,2020_05_15,NSW,NA,Chlorpyrifos; Dimethoate; Acephate,510,North West NSW
NA,TRUE,Plodia interpunctella,Attia,1977,"Insecticide resistance in Plodia interpunctella (Hubner) (Lepidoptera: Pyralidae) in New South Wales, Australia",Australian Journal of Entomology,10.4269/ajtmh.1959.8.400.,0,Revesby,FALSE,151.018,-33.9452,1B,organophosphates,pirimiphos-methyl,R,Susceptible,1,NONE,RR,8.9,ug/larva,4.6,NA,NA,2.2,NA,NA,NA,larvae,1975,stored foodstuff,27,NA,2020_05_15,NSW,NA,Chlorpyrifos; Dimethoate; Acephate,511,Greater Sydney
NA,TRUE,Plodia interpunctella,Attia,1977,"Insecticide resistance in Plodia interpunctella (Hubner) (Lepidoptera: Pyralidae) in New South Wales, Australia",Australian Journal of Entomology,10.4269/ajtmh.1959.8.400.,0,Mullumbimby,FALSE,153.497,-28.5469,1B,organophosphates,pirimiphos-methyl,M,Susceptible,1,NONE,RR,8.8,ug/larva,4.5,NA,NA,2.1,NA,NA,NA,larvae,1975,stored foodstuff,27,NA,2020_05_15,NSW,NA,Chlorpyrifos; Dimethoate; Acephate,512,North Coast
NA,TRUE,Plodia interpunctella,Attia,1977,"Insecticide resistance in Plodia interpunctella (Hubner) (Lepidoptera: Pyralidae) in New South Wales, Australia",Australian Journal of Entomology,10.4269/ajtmh.1959.8.400.,0,Tamworth,FALSE,150.932,-31.0927,1B,organophosphates,fenitrothion,T,Susceptible,1,LOW,RR,16,ug/larva,7.2,NA,NA,2.6,NA,NA,NA,larvae,1975,stored foodstuff,27,NA,2020_05_15,NSW,NA,Chlorpyrifos; Dimethoate; Acephate,513,North West NSW
NA,TRUE,Plodia interpunctella,Attia,1977,"Insecticide resistance in Plodia interpunctella (Hubner) (Lepidoptera: Pyralidae) in New South Wales, Australia",Australian Journal of Entomology,10.4269/ajtmh.1959.8.400.,0,Revesby,FALSE,151.018,-33.9452,1B,organophosphates,fenitrothion,R,Susceptible,1,LOW,RR,18,ug/larva,8.4,NA,NA,2.2,NA,NA,NA,larvae,1975,stored foodstuff,27,NA,2020_05_15,NSW,NA,Chlorpyrifos; Dimethoate; Acephate,514,Greater Sydney
NA,TRUE,Plodia interpunctella,Attia,1977,"Insecticide resistance in Plodia interpunctella (Hubner) (Lepidoptera: Pyralidae) in New South Wales, Australia",Australian Journal of Entomology,10.4269/ajtmh.1959.8.400.,0,Mullumbimby,FALSE,153.497,-28.5469,1B,organophosphates,fenitrothion,M,Susceptible,1,LOW,RR,19,ug/larva,8.6,NA,NA,2.1,NA,NA,NA,larvae,1975,stored foodstuff,27,NA,2020_05_15,NSW,NA,Chlorpyrifos; Dimethoate; Acephate,515,North Coast
NA,TRUE,Plodia interpunctella,Attia,1977,"Insecticide resistance in Plodia interpunctella (Hubner) (Lepidoptera: Pyralidae) in New South Wales, Australia",Australian Journal of Entomology,10.4269/ajtmh.1959.8.400.,0,Tamworth,FALSE,150.932,-31.0927,1B,organophosphates,malathion,T,Susceptible,1,HIGH,RR,970,ug/larva,260,NA,NA,NA,NA,NA,NA,larvae,1975,stored foodstuff,27,NA,2020_05_15,NSW,NA,Chlorpyrifos; Dimethoate; Acephate,516,North West NSW
NA,TRUE,Plodia interpunctella,Attia,1977,"Insecticide resistance in Plodia interpunctella (Hubner) (Lepidoptera: Pyralidae) in New South Wales, Australia",Australian Journal of Entomology,10.4269/ajtmh.1959.8.400.,0,Revesby,FALSE,151.018,-33.9452,1B,organophosphates,malathion,R,Susceptible,1,MODERATE,RR,93,ug/larva,25,NA,NA,1.9,NA,NA,NA,larvae,1975,stored foodstuff,27,NA,2020_05_15,NSW,NA,Chlorpyrifos; Dimethoate; Acephate,517,Greater Sydney
NA,TRUE,Plodia interpunctella,Attia,1977,"Insecticide resistance in Plodia interpunctella (Hubner) (Lepidoptera: Pyralidae) in New South Wales, Australia",Australian Journal of Entomology,10.4269/ajtmh.1959.8.400.,0,Mullumbimby,FALSE,153.497,-28.5469,1B,organophosphates,malathion,M,Susceptible,1,MODERATE,RR,89,ug/larva,24,NA,NA,2,NA,NA,NA,larvae,1975,stored foodstuff,27,NA,2020_05_15,NSW,NA,Chlorpyrifos; Dimethoate; Acephate,518,North Coast
NA,NA,Halotydeus destructor,Arthur,2021,NA,NA,NA,NA,NA,NA,140.256,-36.35399999999999,3A,"Pyrethroids, Pyrethrins",NA,NA,NA,1,HIGH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,519,South East
NA,NA,Halotydeus destructor,Arthur,2021,NA,NA,NA,NA,NA,NA,140.257,-36.352999999999994,3A,"Pyrethroids, Pyrethrins",NA,NA,NA,1,HIGH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,520,South East
NA,NA,Halotydeus destructor,Arthur,2021,NA,NA,NA,NA,NA,NA,140.256709,-36.352867999999994,3A,"Pyrethroids, Pyrethrins",NA,NA,NA,1,HIGH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,521,South East
NA,NA,Halotydeus destructor,Arthur,2021,NA,NA,NA,NA,NA,NA,140.578,-36.227000000000004,3A,"Pyrethroids, Pyrethrins",NA,NA,NA,1,HIGH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,522,South East
NA,NA,Halotydeus destructor,Arthur,2021,NA,NA,NA,NA,NA,NA,140.0572222,-35.95666669999999,3A,"Pyrethroids, Pyrethrins",NA,NA,NA,1,HIGH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,523,South East
NA,NA,Halotydeus destructor,Arthur,2021,NA,NA,NA,NA,NA,NA,140.136259,-35.952088999999994,3A,"Pyrethroids, Pyrethrins",NA,NA,NA,1,HIGH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,524,South East
NA,NA,Halotydeus destructor,Arthur,2021,NA,NA,NA,NA,NA,NA,140.128595,-35.95166199999999,3A,"Pyrethroids, Pyrethrins",NA,NA,NA,1,HIGH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,525,South East
NA,NA,Halotydeus destructor,Arthur,2021,NA,NA,NA,NA,NA,NA,140.13350799999998,-35.95086699999999,3A,"Pyrethroids, Pyrethrins",NA,NA,NA,1,HIGH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,526,South East
NA,NA,Halotydeus destructor,Arthur,2021,NA,NA,NA,NA,NA,NA,140.12083330000002,-35.9505556,3A,"Pyrethroids, Pyrethrins",NA,NA,NA,1,HIGH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,527,South East
NA,NA,Halotydeus destructor,Arthur,2021,NA,NA,NA,NA,NA,NA,140.13415899999998,-35.949134,3A,"Pyrethroids, Pyrethrins",NA,NA,NA,1,HIGH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,528,South East
NA,NA,Halotydeus destructor,Arthur,2021,NA,NA,NA,NA,NA,NA,140.137171,-35.948573,3A,"Pyrethroids, Pyrethrins",NA,NA,NA,1,HIGH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,529,South East
NA,NA,Halotydeus destructor,Arthur,2021,NA,NA,NA,NA,NA,NA,140.13311099999999,-35.948179,3A,"Pyrethroids, Pyrethrins",NA,NA,NA,1,HIGH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,530,South East
NA,NA,Halotydeus destructor,Arthur,2021,NA,NA,NA,NA,NA,NA,140.1372222,-35.9475,3A,"Pyrethroids, Pyrethrins",NA,NA,NA,1,HIGH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,531,South East
NA,NA,Halotydeus destructor,Arthur,2021,NA,NA,NA,NA,NA,NA,140.137912,-35.94745699999999,3A,"Pyrethroids, Pyrethrins",NA,NA,NA,1,HIGH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,532,South East
NA,NA,Halotydeus destructor,Arthur,2021,NA,NA,NA,NA,NA,NA,140.13175999999999,-35.946855,3A,"Pyrethroids, Pyrethrins",NA,NA,NA,1,HIGH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,533,South East
NA,NA,Halotydeus destructor,Arthur,2021,NA,NA,NA,NA,NA,NA,140.13951499999996,-35.946813,3A,"Pyrethroids, Pyrethrins",NA,NA,NA,1,HIGH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,534,South East
NA,NA,Halotydeus destructor,Arthur,2021,NA,NA,NA,NA,NA,NA,140.138922,-35.946242999999996,3A,"Pyrethroids, Pyrethrins",NA,NA,NA,1,HIGH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,535,South East
NA,NA,Halotydeus destructor,Arthur,2021,NA,NA,NA,NA,NA,NA,140.13212600000003,-35.944801999999996,3A,"Pyrethroids, Pyrethrins",NA,NA,NA,1,HIGH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,536,South East
NA,NA,Halotydeus destructor,Arthur,2021,NA,NA,NA,NA,NA,NA,140.135949,-35.944570999999996,3A,"Pyrethroids, Pyrethrins",NA,NA,NA,1,HIGH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,537,South East
NA,NA,Halotydeus destructor,Arthur,2021,NA,NA,NA,NA,NA,NA,140.135949,-35.944570999999996,3A,"Pyrethroids, Pyrethrins",NA,NA,NA,1,HIGH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,538,South East
NA,NA,Halotydeus destructor,Arthur,2021,NA,NA,NA,NA,NA,NA,140.14345499999996,-35.94431,3A,"Pyrethroids, Pyrethrins",NA,NA,NA,1,HIGH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,539,South East
NA,NA,Halotydeus destructor,Arthur,2021,NA,NA,NA,NA,NA,NA,140.13361499999996,-35.94389399999999,3A,"Pyrethroids, Pyrethrins",NA,NA,NA,1,HIGH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,540,South East
NA,NA,Halotydeus destructor,Arthur,2021,NA,NA,NA,NA,NA,NA,140.137195,-35.943568,3A,"Pyrethroids, Pyrethrins",NA,NA,NA,1,HIGH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,541,South East
NA,NA,Halotydeus destructor,Arthur,2021,NA,NA,NA,NA,NA,NA,140.131361,-35.940366999999995,3A,"Pyrethroids, Pyrethrins",NA,NA,NA,1,HIGH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,542,South East
NA,NA,Halotydeus destructor,Arthur,2021,NA,NA,NA,NA,NA,NA,137.11649999999997,-35.9347,3A,"Pyrethroids, Pyrethrins",NA,NA,NA,1,HIGH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,543,Kangaroo Island
NA,NA,Halotydeus destructor,Arthur,2021,NA,NA,NA,NA,NA,NA,137.3657,-35.85719999999999,3A,"Pyrethroids, Pyrethrins",NA,NA,NA,1,HIGH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,544,Kangaroo Island
NA,NA,Halotydeus destructor,Arthur,2021,NA,NA,NA,NA,NA,NA,137.3657,-35.85719999999999,3A,"Pyrethroids, Pyrethrins",NA,NA,NA,1,HIGH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,545,Kangaroo Island
NA,NA,Halotydeus destructor,Arthur,2021,NA,NA,NA,NA,NA,NA,137.1539,-35.655300000000004,3A,"Pyrethroids, Pyrethrins",NA,NA,NA,1,HIGH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,546,Kangaroo Island
NA,NA,Halotydeus destructor,Arthur,2021,NA,NA,NA,NA,NA,NA,138.45790000000002,-35.572,3A,"Pyrethroids, Pyrethrins",NA,NA,NA,1,HIGH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,547,Adelaide and Mount Lofty Ranges
NA,NA,Halotydeus destructor,Arthur,2021,NA,NA,NA,NA,NA,NA,138.49130000000002,-35.547,3A,"Pyrethroids, Pyrethrins",NA,NA,NA,1,HIGH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,548,Adelaide and Mount Lofty Ranges
NA,NA,Halotydeus destructor,Arthur,2021,NA,NA,NA,NA,NA,NA,138.49130000000002,-35.547,3A,"Pyrethroids, Pyrethrins",NA,NA,NA,1,HIGH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,549,Adelaide and Mount Lofty Ranges
NA,NA,Halotydeus destructor,Arthur,2021,NA,NA,NA,NA,NA,NA,138.51389999999998,-35.525400000000005,3A,"Pyrethroids, Pyrethrins",NA,NA,NA,1,HIGH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,550,Adelaide and Mount Lofty Ranges
NA,NA,Halotydeus destructor,Arthur,2021,NA,NA,NA,NA,NA,NA,138.51549999999997,-35.525000000000006,3A,"Pyrethroids, Pyrethrins",NA,NA,NA,1,HIGH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,551,Adelaide and Mount Lofty Ranges
NA,NA,Halotydeus destructor,Arthur,2021,NA,NA,NA,NA,NA,NA,138.51549999999997,-35.525000000000006,3A,"Pyrethroids, Pyrethrins",NA,NA,NA,1,HIGH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,552,Adelaide and Mount Lofty Ranges
NA,NA,Halotydeus destructor,Arthur,2021,NA,NA,NA,NA,NA,NA,138.53140000000002,-35.522490000000005,3A,"Pyrethroids, Pyrethrins",NA,NA,NA,1,HIGH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,553,Adelaide and Mount Lofty Ranges
NA,NA,Halotydeus destructor,Arthur,2021,NA,NA,NA,NA,NA,NA,138.54407799999998,-35.513994,3A,"Pyrethroids, Pyrethrins",NA,NA,NA,1,HIGH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,554,Adelaide and Mount Lofty Ranges
NA,NA,Halotydeus destructor,Arthur,2021,NA,NA,NA,NA,NA,NA,138.5185,-35.3865,3A,"Pyrethroids, Pyrethrins",NA,NA,NA,1,HIGH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,555,Adelaide and Mount Lofty Ranges
NA,NA,Halotydeus destructor,Arthur,2021,NA,NA,NA,NA,NA,NA,138.5311,-35.367399999999996,3A,"Pyrethroids, Pyrethrins",NA,NA,NA,1,HIGH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,556,Adelaide and Mount Lofty Ranges
NA,NA,Halotydeus destructor,Arthur,2021,NA,NA,NA,NA,NA,NA,138.5311,-35.367399999999996,3A,"Pyrethroids, Pyrethrins",NA,NA,NA,1,HIGH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,557,Adelaide and Mount Lofty Ranges
NA,NA,Halotydeus destructor,Arthur,2021,NA,NA,NA,NA,NA,NA,118.14424700000001,-34.85348099999999,3A,"Pyrethroids, Pyrethrins",NA,NA,NA,1,HIGH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,558,South Coast Region
NA,NA,Halotydeus destructor,Arthur,2021,NA,NA,NA,NA,NA,NA,118.1959,-34.6786,3A,"Pyrethroids, Pyrethrins",NA,NA,NA,1,HIGH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,559,South Coast Region
NA,NA,Halotydeus destructor,Arthur,2021,NA,NA,NA,NA,NA,NA,118.1926,-34.6713,3A,"Pyrethroids, Pyrethrins",NA,NA,NA,1,HIGH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,560,South Coast Region
NA,NA,Halotydeus destructor,Arthur,2021,NA,NA,NA,NA,NA,NA,118.092349,-34.670818000000004,3A,"Pyrethroids, Pyrethrins",NA,NA,NA,1,HIGH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,561,South Coast Region
NA,NA,Halotydeus destructor,Arthur,2021,NA,NA,NA,NA,NA,NA,118.235389,-34.6674525,3A,"Pyrethroids, Pyrethrins",NA,NA,NA,1,HIGH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,562,South Coast Region
NA,NA,Halotydeus destructor,Arthur,2021,NA,NA,NA,NA,NA,NA,118.232,-34.662000000000006,3A,"Pyrethroids, Pyrethrins",NA,NA,NA,1,HIGH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,563,South Coast Region
NA,NA,Halotydeus destructor,Arthur,2021,NA,NA,NA,NA,NA,NA,118.3437273,-34.66094134000001,3A,"Pyrethroids, Pyrethrins",NA,NA,NA,1,HIGH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,564,South Coast Region
NA,NA,Halotydeus destructor,Arthur,2021,NA,NA,NA,NA,NA,NA,118.42359360000002,-34.6314117,3A,"Pyrethroids, Pyrethrins",NA,NA,NA,1,HIGH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,565,South Coast Region
NA,NA,Halotydeus destructor,Arthur,2021,NA,NA,NA,NA,NA,NA,118.20966400000002,-34.625929000000006,3A,"Pyrethroids, Pyrethrins",NA,NA,NA,1,HIGH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,566,South Coast Region
NA,NA,Halotydeus destructor,Arthur,2021,NA,NA,NA,NA,NA,NA,118.4208661,-34.6204715,3A,"Pyrethroids, Pyrethrins",NA,NA,NA,1,HIGH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alpha-cypermethrin; Bifenthrin; Lambda-cyhalothrin,567,South Coast Region
